doc_id,Title,Author,year,journal,DOI,Url
P2SA8U8P,Removal of Retained Introns Regulates Translation in the Rapidly Developing Gametophyte of <i>Marsilea vestita</i>,"Boothby, Thomas C.; Zipper, Richard S.; van der Weele, Corine M.; Wolniak, Stephen M.",2013,DEVELOPMENTAL CELL,10.1016/j.devcel.2013.01.015,
ARSWBV7P,Molecular genetic basis of flower colour variegation in <i>Linaria</i>,"Galego, Lisete; Almeida, Jorge",2007,GENETICS RESEARCH,10.1017/S0016672307008786,
5JWX8E22,Maize tertiary trisomic stocks derived from B-A translocations,"Auger, D. L.; Birchler, J. A.",2002,JOURNAL OF HEREDITY,10.1093/jhered/93.1.42,
AHRVXBE7,An Ancient Transcription Factor Initiates the Burst of piRNA Production during Early Meiosis in Mouse Testes,"Li, Xin Zhiguo; Roy, Christian K.; Dong, Xianjun; Bolcun-Filas, Ewelina; Wang, Jie; Han, Bo W.; Xu, Jia; Moore, Melissa J.; Schimenti, John C.; Weng, Zhiping; Zamore, Phillip D.",2013,MOLECULAR CELL,10.1016/j.molcel.2013.02.016,
2T5UC9DN,"Meiotic segregation in spermatozoa of a 45,XY,-14,der(18)t(14;18)(q11;p11.3) translocation carrier:: A Case Report","Perrin, A.; Douet-Guilbert, N.; Laudier, B.; Couet, M. L.; Guerif, F.; Royere, D.; Le Bris, M. J.; De Braekeleer, M.; Morel, F.",2007,HUMAN REPRODUCTION,10.1093/humrep/del420,
9UYDHE47,Cytological analysis of the <i>Phalaris arundinacea</i> (L.) x <i>Phalaris aquatica</i> (L.) amphidiploid,"Ferreira, V.; Reynoso, L.; Szpiniak, B.; Grassi, E.",2002,CARYOLOGIA,10.1080/00087114.2002.10589271,
B93PHAT8,Effect of treating induced mitochondrial damage on embryonic development and epigenesis,"Takeuchi, T.; Neri, Q. V.; Katagiri, Y.; Rosenwaks, Z.; Palermo, G. D.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.032391,
L7933JM6,Dynamic CpG island methylation landscape in oocytes and preimplantation embryos,"Smallwood, Sebastien A.; Tomizawa, Shin-ichi; Krueger, Felix; Ruf, Nico; Carli, Natasha; Segonds-Pichon, Anne; Sato, Shun; Hata, Kenichiro; Andrews, Simon R.; Kelsey, Gavin",2011,NATURE GENETICS,10.1038/ng.864,
KPEJ3GDF,Cytological evidence for chromosome elimination in wheat x <i>Imperata cylindrica</i> hybrids,"Komeda, Norio; Chaudhar, Harinder K.; Suzuki, Go; Mukai, Yasuhiko",2007,GENES & GENETIC SYSTEMS,10.1266/ggs.82.241,
T9SGMXUL,Active and Passive Demethylation of Male and Female Pronuclear DNA in the Mammalian Zygote,"Guo, Fan; Li, Xianlong; Liang, Dan; Li, Tong; Zhu, Ping; Guo, Hongshan; Wu, Xinglong; Wen, Lu; Gu, Tian-Peng; Hu, Boqiang; Walsh, Colum P.; Li, Jinsong; Tang, Fuchou; Xu, Guo-Liang",2014,CELL STEM CELL,10.1016/j.stem.2014.08.003,
B5HUZTG9,"Ovastacin, a cortical granule protease, cleaves ZP2 in the zona pellucida to prevent polyspermy","Burkart, Anna D.; Xiong, Bo; Baibakov, Boris; Jimenez-Movilla, Maria; Dean, Jurrien",2012,JOURNAL OF CELL BIOLOGY,10.1083/jcb.201112094,
6WIBCAG8,Goings-on inside a worm: functional hypotheses derived from sexual conflict thinking,"Vizoso, Dita B.; Rieger, Gunde; Schaerer, Lukas",2010,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/j.1095-8312.2009.01363.x,
XD98FVK5,Optical and ultrastructural study of the pollen grain development in hermaphrodite papaya tree (<i>Carica papaya</i> L.),"Silva Santos, Lidia Marcia; Santana Pereira, Telma Nair; de Souza, Margarete Magalhaes; Damasceno Junior, Pedro Correa; da Costa, Fabiane Rabelo; Ribeiro, Beatriz Ferreira; de Freitas, Noil Gomes; Pereira, Messias Gonzaga",2008,BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,10.1590/S1516-89132008000300013,
2UCRWRAE,Plastic reproductive strategies in a clonal marine invertebrate,"McGovern, T. M.",2003,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2003.2529,
CERQ98JV,Cytogenetics of Trisomics and Tetrasomics in Some Species of Iberis L (cruciferae),"Ene, Lso",1968,CYTOLOGIA,10.1508/cytologia.33.82,
JZ65UE48,CRISP1 as a novel CatSper regulator that modulates sperm motility and orientation during fertilization,"Ernesto, Juan I.; Weigel Munoz, Mariana; Battistone, Maria A.; Vasen, Gustavo; Martinez-Lopez, Pablo; Orta, Gerardo; Figueiras-Fierro, Dulce; De la Vega-Beltran, Jose L.; Moreno, Ignacio A.; Guidobaldi, Hector A.; Giojalas, Laura; Darszon, Alberto; Cohen, Debora J.; Cuasnicu, Patricia S.",2015,JOURNAL OF CELL BIOLOGY,10.1083/jcb.201412041,
6XH846B2,Direct Visualization Reveals Kinetics of Meiotic Chromosome Synapsis,"Rog, Ofer; Dernburg, Abby F.",2015,CELL REPORTS,10.1016/j.celrep.2015.02.032,
EBUDS9ST,Functional dynamics of H3K9 methylation during meiotic prophase progression,"Tachibana, Makoto; Nozaki, Masami; Takeda, Naoki; Shinkai, Yoichi",2007,EMBO JOURNAL,10.1038/sj.emboj.7601767,
H6GUPREC,Mosaicism with a Normal-Cell Line and an Autosomal Structural Rearrangement,"Gardner, Rjm; Dockery, He; Fitzgerald, Ph; Parfitt, Rg; Romain, Dr; Scobie, N.; Shaw, Rl; Tumewu, P.; Watt, Aj",1994,JOURNAL OF MEDICAL GENETICS,10.1136/jmg.31.2.108,
Y4PMAG3Q,Methods for studying oogenesis,"Hudson, Andrew M.; Cooley, Lynn",2014,METHODS,10.1016/j.ymeth.2014.01.005,
JCHJPZAJ,High-Yield and Stable Transformation of the Unicellular Green-Alga Acetabularia by Microinjection of Sv40 Dna and Psv2neo,"Neuhaus, G.; Neuhausurl, G.; Degroot, Ej; Schweiger, Hg",1986,EMBO JOURNAL,10.1002/j.1460-2075.1986.tb04380.x,
MR2N9DZ2,What is the best treatment option for infertile women aged 40 and over?,"Armstrong, Sarah; Akande, Valentine",2013,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,10.1007/s10815-013-9980-6,
P64ZB7FU,Casares' map function: no need for a 'corrected' Haldane's map function,"Weeks, Daniel E.; Tang, Xinyu; Kwon, Amy M.",2009,GENETICA,10.1007/s10709-008-9287-1,
ZDSD38XD,Multifactorial Sex Determination in Natural-Populations of the Housefly (musca-Domestica) in Japan,"Tomita, T.; Wada, Y.",1989,JAPANESE JOURNAL OF GENETICS,10.1266/jjg.64.373,
9SWTIY44,Spatiotemporal lipid profiling during early embryo development of <i>Xenopus laevis</i> using dynamic ToF-SIMS imaging,"Tian, Hua; Fletcher, John S.; Thuret, Raphael; Henderson, Alex; Papalopulu, Nancy; Vickerman, John C.; Lockyer, Nicholas P.",2014,JOURNAL OF LIPID RESEARCH,10.1194/jlr.D048660,
3BJ7F7TZ,Insights into Egg Coat Assembly and Egg-Sperm Interaction from the X-Ray Structure of Full-Length ZP3,"Han, Ling; Monne, Magnus; Okumura, Hiroki; Schwend, Thomas; Cherry, Amy L.; Flot, David; Matsuda, Tsukasa; Jovine, Luca",2010,CELL,10.1016/j.cell.2010.09.041,
H5HDJU5A,The clinician's role,"Macmillan, S.",2002,HUMAN REPRODUCTION,10.1093/humrep/17.6.1433,
MA3PFZSU,Genetic induction of structural changes in barley chromosomes added to common wheat by a gametocidal chromosome derived from <i>Aegilops cylindrica</i>,"Shi, F.; Endo, T. R.",1999,GENES & GENETIC SYSTEMS,10.1266/ggs.74.49,
TFLZN597,Some Population Genetic Consequences of Colony Formation and Extinction - Genetic Correlations Within Founding Groups,"Whitlock, Mc; Mccauley, De",1990,EVOLUTION,10.2307/2409501,
BNIQLYE9,Rare Robertsonian translocations and meiotic behaviour: sperm FISH analysis of t(13;15) and t(14;15) translocations: A case report,"Moradkhani, K.; Puechberty, J.; Bhatt, S.; Lespinasse, J.; Vago, P.; Lefort, G.; Sarda, P.; Hamamah, S.; Pellestor, F.",2006,HUMAN REPRODUCTION,10.1093/humrep/del314,
EFPGWPTM,Proteome analysis of separated male and female gametocytes reveals novel sex-specific <i>Plasmodium</i> biology,"Khan, S. M.; Franke-Fayard, B.; Mair, G. R.; Lasonder, E.; Janse, C. J.; Mann, M.; Waters, A. P.",2005,CELL,10.1016/j.cell.2005.03.027,
PEBPLT2P,<i>Wolbachia</i>-induced parthenogenesis in a genus of phytophagous mites,"Weeks, A. R.; Breeuwer, J. a. J.",2001,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2001.1797,
F6W9HHF5,Immunology and immunopathology of the male genital tract - Antisperm immunity in natural and assisted reproduction,"Lombardo, F.; Gandini, L.; Dondero, F.; Lenzi, A.",2001,HUMAN REPRODUCTION UPDATE,10.1093/humupd/7.5.450,
LPPDC8ZH,Nucleotide-Sequence and Genomic Organization of Bird Minisatellites,"Gyllensten, Ub; Jakobsson, S.; Temrin, H.; Wilson, Ac",1989,NUCLEIC ACIDS RESEARCH,10.1093/nar/17.6.2203,
6E922NEQ,Induction of Recessive Lethal Mutations in the T/T-H-2 Region of the Mouse Genome by a Point Mutagen,"Shedlovsky, A.; Guenet, Jl; Johnson, Ll; Dove, Wf",1986,GENETICS RESEARCH,10.1017/S0016672300022977,
WBJT92UF,Studies of Chromosome Distribution in a Triploid Rhoeo,"Lin, Yj; Lee, It",1979,CARYOLOGIA,10.1080/00087114.1979.10796787,
ZGW56PBC,Ultrastructural-Study of Cross-Fertilization (arbacia Female X Mytilus Male),"Longo, Fj",1977,JOURNAL OF CELL BIOLOGY,10.1083/jcb.73.1.14,
DSAYSZVS,DAF-2 and ERK Couple Nutrient Availability to Meiotic Progression during <i>Caenorhabditis elegans</i> Oogenesis,"Lopez, Andrew L.; Chen, Jessica; Joo, Hyoe-Jin; Drake, Melanie; Shidate, Miri; Kseib, Cedric; Arur, Swathi",2013,DEVELOPMENTAL CELL,10.1016/j.devcel.2013.09.008,
9PIH9YEF,Note on the Applicability of the <i>F</i>-model in Analysis of Pollen Pool Heterogeneity,"Chybicki, Igor J.",2013,JOURNAL OF HEREDITY,10.1093/jhered/est029,
FSHSYFFQ,Frequency-Dependent Fertilization Involving Rye B-Chromosomes,"Puertas, Mj; Vega, Jm; Romera, F.; Diez, M.",1988,HEREDITY,10.1038/hdy.1988.99,
LEQVF6CX,Epigenetic reprogramming of embryos derived from sperm frozen at-20A°C,"Chao, ShiBin; Li, JianChun; Jin, XuanJin; Tang, HaiXun; Wang, GongXian; Gao, GuoLan",2012,SCIENCE CHINA-LIFE SCIENCES,10.1007/s11427-012-4309-8,
IG83R6ZD,EMS-Induced Cytomictic Variability in Safflower (<i>Carthamus tinctorius</i> L.),"Srivastava, P.; Kumar, G.",2011,CYTOLOGY AND GENETICS,10.3103/S0095452711040104,
BSQMTBPY,Correlated Evolution of Sexual System and Life-History Traits in Mosses,"Crawford, Monique; Jesson, Linley K.; Garnock-Jones, Phil J.",2009,EVOLUTION,10.1111/j.1558-5646.2009.00615.x,
CXVAD5B2,Multicopy genes uniquely amplified in the Y chromosome-specific repeats of the liverwort <i>Marchantia polymorpha</i>,"Ishizaki, K.; Shimizu-Ueda, Y.; Okada, S.; Yamamoto, M.; Fujisawa, M.; Yamato, K. T.; Fukuzawa, H.; Ohyama, K.",2002,NUCLEIC ACIDS RESEARCH,10.1093/nar/gkf604,
NR5SMDUT,"Structural analysis of 20 oligosaccharide-alditols released from the jelly coat of <i>Rana palustris</i> eggs by reductive β-elimination -: Characterization of the polymerized sequence [Gal(β1,3)GalNAc(α1-4)]<i>n</i>","Maes, E.; Florea, D.; Coppin, A.; Strecker, G.",1999,EUROPEAN JOURNAL OF BIOCHEMISTRY,10.1046/j.1432-1327.1999.00544.x,
KSF2FRA8,Homoeologous Chromosome Sorting and Progression of Meiotic Recombination in <i>Brassica napus</i>: Ploidy Does Matter,"Grandont, Laurie; Cunado, Nieves; Coriton, Olivier; Huteau, Virgine; Eber, Frederique; Chevre, Anne Marie; Grelon, Mathilde; Chelysheva, Liudmila; Jenczewski, Eric",2014,PLANT CELL,10.1105/tpc.114.122788,
AUQNL42H,Karyotype Analysis in 3 Species of Cladophora Kutz,"Verma, Bn",1982,CYTOLOGIA,10.1508/cytologia.47.137,
XTKW9LJU,The kinetochore prevents centromere-proximal crossover recombination during meiosis,"Vincenten, Nadine; Kuhl, Lisa-Marie; Lam, Isabel; Oke, Ashwini; Kerr, Alastair R. W.; Hochwagen, Andreas; Fung, Jennifer; Keeney, Scott; Vader, Gerben; Marston, Adele L.",2015,ELIFE,10.7554/eLife.10850,
L5XMQT8R,Alternative models for QTL detection in livestock. II. Likelihood approximations and sire marker genotype estimations,"Mangin, B.; Goffinet, B.; Le Roy, P.; Boichard, D.; Elsen, J. M.",1999,GENETICS SELECTION EVOLUTION,10.1051/gse:19990303,
J7S43C3I,Horizontal transmission of parthenogenesis-inducing microbes in Trichogramma wasps,"Schilthuizen, M.; Stouthamer, R.",1997,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.1997.0052,
8WVF4CY6,The predetermination of embryonic sex using flow cytometrically separated X and Y spermatozoa,"Cran, D. G.; Johnson, L. A.",1996,HUMAN REPRODUCTION UPDATE,10.1093/humupd/2.4.355,
A7NLMVZY,The Population Cytogenetics of Crepis-Capillaris .2. the Stability and Inheritance of B-Chromosomes,"Parker, Js; Jones, Gh; Edgar, L.; Whitehouse, C.",1989,HEREDITY,10.1038/hdy.1989.71,
ZZT85PSJ,Microarray analyses of newborn mouse ovaries lacking <i>Nobox</i>,"Choi, Youngsok; Qin, Yingying; Berger, Michael F.; Ballow, Daniel J.; Bulyk, Martha L.; Rajkovic, Aleksandar",2007,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.107.060459,
6VN9UWKP,Lactate Dehydrogenase C and Energy Metabolism in Mouse Sperm,"Odet, Fanny; Gabel, Scott A.; Williams, Jason; London, Robert E.; Goldberg, Erwin; Eddy, Edward M.",2011,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.111.091546,
N2QGH6QE,A growth-maturation system that enhances the meiotic and developmental competence of porcine oocytes isolated from small follicles,"Wu, De; Cheung, Queenie Ching-Kwan; Wen, Lihua; Li, Julang",2006,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.051300,
KMGL8ITU,Structural damage to meiotic chromosomes impairs DNA recombination and checkpoint control in mammalian oocytes,"Wang, Hong; Hoog, Christer",2006,JOURNAL OF CELL BIOLOGY,10.1083/jcb.200512077,
A5RSWSTV,The Ama1-directed anaphase-promoting complex regulates the Smk1 mitogen-activated protein kinase during meiosis in yeast,"McDonald, C. M.; Cooper, K. E.; Winter, E.",2005,GENETICS,10.1534/genetics.105.045567,
NVNIHXE9,"Conformational flexibility and loss of structural rigidity for a model hexapeptide, GRGDTP: 1H-NMR and molecular dynamics studies","Kulkarni, Ashok K.; Ojha, Rajendra P.",2013,BIOPOLYMERS,10.1002/bip.22202,
G6MFYD6H,Non-Mendelian segregation and variable penetrance of colour genes in the polymorphic butterfly <i>Danaus chrysippus</i> (L.),"Smith, D. a. S.",1998,HEREDITY,10.1038/sj.hdy.6883140,
CAKDBLW3,Taxon composition and genetic variation of water frogs in the mid-Rhone floodplain,"Pagano, A.; Joly, P.; Hotz, H.",1997,COMPTES RENDUS DE L ACADEMIE DES SCIENCES SERIE III-SCIENCES DE LA VIE-LIFE SCIENCES,10.1016/S0764-4469(97)84825-1,
7MJV5232,Reproductive Parasitism: Maternally Inherited Symbionts in a Biparental World,"Hurst, Gregory D. D.; Frost, Crystal L.",2015,COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,10.1101/cshperspect.a017699,
CM3G6AXL,Why are most organelle genomes transmitted maternally?,"Greiner, Stephan; Sobanski, Johanna; Bock, Ralph",2015,BIOESSAYS,10.1002/bies.201400110,
N8NAEIZZ,"Male fertility of malaria parasites is determined by GCS1, a plant-type reproduction factor","Hirai, Makoto; Arai, Meiji; Mori, Toshiyuki; Miyagishima, Shin-ya; Kawai, Satoru; Kita, Kiyoshi; Kuroiwa, Tsuneyoshi; Terenius, Olle; Matsuoka, Hiroyuki",2008,CURRENT BIOLOGY,10.1016/j.cub.2008.03.045,
7HBQJIB4,Dynamic distribution of the replacement histone variant H3.3 in the mouse oocyte and preimplantation embryos,"Torres-Padilla, Maria-Elena; Bannister, Andrew J.; Hurd, Paul J.; Kouzarides, Tony; Zernicka-Goetz, Magdalena",2006,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,10.1387/ijdb.052073mt,
SZY4TFXT,Polycomb function during oogenesis is required for mouse embryonic development,"Posfai, Eszter; Kunzmann, Rico; Brochard, Vincent; Salvaing, Juliette; Cabuy, Erik; Roloff, Tim C.; Liu, Zichuan; Tardat, Mathieu; van Lohuizen, Maarten; Vidal, Miguel; Beaujean, Nathalie; Peters, Antoine H. F. M.",2012,GENES & DEVELOPMENT,10.1101/gad.188094.112,
ZBZUQUHX,Human ZP4 is not sufficient for taxon-specific sperm recognition of the zona pellucida in transgenic mice,"Yauger, Belinda; Boggs, Nathan A.; Dean, Jurrien",2011,REPRODUCTION,10.1530/REP-10-0241,
I43DFKFQ,Germ Cell Intercellular Bridges,"Greenbaum, Michael P.; Iwamori, Tokuko; Buchold, Gregory M.; Matzuk, Martin M.",2011,COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,10.1101/cshperspect.a005850,
8UIZLYLZ,Cytogenetic Characteristics of New Monosomic Stocks of Cotton (<i>Gossypium hirsutum L.</i>),"Sanamyan, Marina F.; Petlyakova, Julia E.; Sharipova, Elnora A.; Abdurakhmonov, Ibrokhim Y.",2011,GENETICS RESEARCH INTERNATIONAL,10.4061/2011/273642,
QSN7PU4A,"Sam68 regulates translation of target mRNAs in male germ cells, necessary for mouse spermatogenesis","Paronetto, Maria Paola; Messina, Valeria; Bianchi, Enrica; Barchi, Marco; Vogel, Gillian; Moretti, Costanzo; Palombi, Fioretta; Stefanini, Mario; Geremia, Raffaele; Richard, Stephane; Sette, Claudio",2009,JOURNAL OF CELL BIOLOGY,10.1083/jcb.200811138,
E3SA4YWP,Generation of Haploid Spermatids with Fertilization and Development Capacity from Human Spermatogonial Stem Cells of Cryptorchid Patients,"Yang, Shi; Ping, Ping; Ma, Meng; Li, Peng; Tian, Ruhui; Yang, Hao; Liu, Yang; Gong, Yuehua; Zhang, Zhenzhen; Li, Zheng; He, Zuping",2014,STEM CELL REPORTS,10.1016/j.stemcr.2014.08.004,
5TQETBM6,"Medaka Oct4 Is Expressed During Early Embryo Development, and in Primordial Germ Cells and Adult Gonads","Sanchez-Sanchez, Ana V.; Camp, Esther; Garcia-Espana, Antonio; Leal-Tassias, Aranzazu; Mullor, Jose L.",2010,DEVELOPMENTAL DYNAMICS,10.1002/dvdy.22198,
YAVSFTA5,Early sexual origins of homeoprotein heterodimerization and evolution of the plant KNOX/BELL family,"Lee, Jae-Hyeok; Lin, Huawen; Joo, Sunjoo; Goodenough, Ursula",2008,CELL,10.1016/j.cell.2008.04.028,
78JFCSAX,Direct Development in the Sea-Urchin Phyllacanthus-Parvispinus (cidaroidea) - Phylogenetic History and Functional Modification,"Parks, Al; Bisgrove, Bw; Wray, Ga; Raff, Ra",1989,BIOLOGICAL BULLETIN,10.2307/1541838,
JY6ZUHCH,Parent's expectations and experiences of resemblance through donor conception,"Indekeu, Astrid",2015,NEW GENETICS AND SOCIETY,10.1080/14636778.2015.1098525,
XRVXA8JM,The Evolution of Male-Female Sexual Dimorphism Predates the Gender-Based Divergence of the Mating Locus Gene <i>MAT3/RB</i>,"Hiraide, Rintaro; Kawai-Toyooka, Hiroko; Hamaji, Takashi; Matsuzaki, Ryo; Kawafune, Kaoru; Abe, Jun; Sekimoto, Hiroyuki; Umen, James; Nozaki, Hisayoshi",2013,MOLECULAR BIOLOGY AND EVOLUTION,10.1093/molbev/mst018,
K386S7JJ,The Invivo and Invitro Transmission Frequencies of the Tw5-Haplotype in Mice,"Garside, W.; Hillman, N.",1989,GENETICS RESEARCH,10.1017/S0016672300027828,
MCS2AAPL,Effect on sperm quality of different cryoprotectants in sperm of <i>Chinchilla lanigera</i>,"Gramajo-Buehler, M. C.; Pucci-Alcaide, F.; Sanchez-Toranzo, G.",2013,ZYGOTE,10.1017/S0967199412000068,
NUVA33I8,Epigenetic risks related to assisted reproductive technologies - Risk analysis and epigenetic inheritance,"De Rycke, M.; Liebaers, I.; Van Steirteghem, A.",2002,HUMAN REPRODUCTION,10.1093/humrep/17.10.2487,
LURF2LA4,Reprogramming the Maternal Zebrafish Genome after Fertilization to Match the Paternal Methylation Pattern,"Potok, Magdalena E.; Nix, David A.; Parnell, Timothy J.; Cairns, Bradley R.",2013,CELL,10.1016/j.cell.2013.04.030,
GBCK4WYD,Peroxisome proliferator-activated receptor (PPAR)γ is expressed by human spermatozoa:: Its potential role on the sperm physiology,"Aquila, Saveria; Bonofiglio, Daniela; Gentile, Mariaelena; Middea, Emilia; Gabriele, Sabrina; Belmonte, Maria; Catalano, Stefania; Pellegrino, Michele; Ando, Sebastiano",2006,JOURNAL OF CELLULAR PHYSIOLOGY,10.1002/jcp.20807,
483ABX9Y,Gap Junction-Mediated Communications Regulate Chromatin Remodeling During Bovine Oocyte Growth and Differentiation Through cAMP-Dependent Mechanism(s),"Luciano, Alberto M.; Franciosi, Federica; Modina, Silvia C.; Lodde, Valentina",2011,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.111.092858,
DTEMZKR4,"Sperm, but Not Oocyte, DNA Methylome Is Inherited by Zebrafish Early Embryos","Jiang, Lan; Zhang, Jing; Wang, Jing-Jing; Wang, Lu; Zhang, Li; Li, Guoqiang; Yang, Xiaodan; Ma, Xin; Sun, Xin; Cai, Jun; Zhang, Jun; Huang, Xingxu; Yu, Miao; Wang, Xuegeng; Liu, Feng; Wu, Chung-I.; He, Chuan; Zhang, Bo; Ci, Weimin; Liu, Jiang",2013,CELL,10.1016/j.cell.2013.04.041,
RRC2YDPU,Reconstitution of the Mouse Germ Cell Specification Pathway in Culture by Pluripotent Stem Cells,"Hayashi, Katsuhiko; Ohta, Hiroshi; Kurimoto, Kazuki; Aramaki, Shinya; Saitou, Mitinori",2011,CELL,10.1016/j.cell.2011.06.052,
54BXS4MD,Autoimmune response in women with endometriosis,"Iborra, A.; Palacio, J. R.; Ulcova-Gallova, Z.; Martínez, P.",2000,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,10.1111/j.8755-8920.2000.440408.x,
PN4NTTJJ,Epistatic Selection Opposed by Immigration in Multiple Locus Genetic Systems,"Slatkin, M.",1995,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1046/j.1420-9101.1995.8050623.x,
FJBUJMZP,Implementing a good practice guide for CBRC: perspectives from the ESHRE Cross-Border Reproductive Care Taskforce,"Shenfield, Francoise",2011,REPRODUCTIVE BIOMEDICINE ONLINE,10.1016/j.rbmo.2011.07.017,
MR44IC3T,Conditional Degradation of <i>Plasmodium</i> Calcineurin Reveals Functions in Parasite Colonization of both Host and Vector,"Philip, Nisha; Waters, Andrew P.",2015,CELL HOST & MICROBE,10.1016/j.chom.2015.05.018,
7YUZ76S6,Salmine and the homeotic integrity of early embryos of Norway spruce,"Durzan, D. J.",2010,CYTOLOGY AND GENETICS,10.3103/S0095452710020015,
4FTZ86TB,Genomic imprinting disorders in humans: a mini-review,"Butler, Merlin G.",2009,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,10.1007/s10815-009-9353-3,
5MD8VWVY,Cytostatic factor: an activity that puts the cell cycle on hold,"Schmidt, A.; Rauh, N. R.; Nigg, E. A.; Mayer, T. U.",2006,JOURNAL OF CELL SCIENCE,10.1242/jcs.02919,
UWCXL9UW,"Identification of mouse sperm SED1, a bimotif EGF repeat and discoidin-domain protein involved in sperm-egg binding","Ensslin, M. A.; Shur, B. D.",2003,CELL,10.1016/S0092-8674(03)00643-3,
54ILRI3A,Stem cells are units of natural selection in a colonial ascidian,"Laird, D. J.; De Tomaso, A. W.; Weissman, I. L.",2005,CELL,10.1016/j.cell.2005.10.026,
GIDM8FTB,"Should ICSI be the treatment of choice for all cases of in-vitro conception? No, not in light of the scientific data","Oehninger, S.; Gosden, R. G.",2002,HUMAN REPRODUCTION,10.1093/humrep/17.9.2237,
C7TS8ZS9,Transmission risk of hepatitis C virus in assisted reproductive techniques,"Levy, R.; Tardy, J. C.; Bourlet, T.; Cordonier, H.; Mion, F.; Lornage, J.; Guerin, J. F.",2000,HUMAN REPRODUCTION,10.1093/humrep/15.4.810,
SDDK7INZ,Equivalence by descent: pedigree analysis with inbreeding and gametic phase disequilibrium,"Denniston, C.",2000,ANNALS OF HUMAN GENETICS,10.1046/j.1469-1809.2000.6410061.x,
8DDNYMSK,Performance of Rodent Spermatozoa Over Time Is Enhanced by Increased ATP Concentrations: The Role of Sperm Competition,"Tourmente, Maximiliano; Villar-Moya, Pilar; Varea-Sanchez, Maria; Luque-Larena, Juan J.; Rial, Eduardo; Roldan, Eduardo R. S.",2015,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.114.127621,
CGFUZGHA,The kinetochore protein Moa1 enables cohesion-mediated monopolar attachment at meiosis I,"Yokobayashi, S.; Watanabe, Y.",2005,CELL,10.1016/j.cell.2005.09.013,
TC8MYVKR,Meiotic telomere clustering requires actin for its formation and cohesin for its resolution,"Trelles-Sticken, E.; Adelfalk, C.; Loidl, J.; Scherthan, H.",2005,JOURNAL OF CELL BIOLOGY,10.1083/jcb.200501042,
IKH8NARY,Tracing of <i>Xenopus tropicalis</i> germ plasm and presumptive primordial germ cells with the <i>Xenopus tropicalis</i> <i>DAZ</i>-Like gene,"Sekizaki, H.; Takahashi, S.; Tanegashima, K.; Onuma, Y.; Haramoto, Y.; Asashima, M.",2004,DEVELOPMENTAL DYNAMICS,10.1002/dvdy.10448,
B9UTCHW5,Fertility treatment in the forty and older woman,"Auyeung, A.; Klein, M. E.; Ratts, V. S.; Odem, R. R.; Williams, D. B.",2001,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,10.1023/A:1013159116180,
YXRK75YF,Characterization of an Eppin protein complex from human semen and spermatozoa,"Wang, Zengjun; Widgren, Esther E.; Richardson, Richard T.; O'Rand, Michael G.",2007,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.107.060194,
JMAGRUBH,Giemsa C-Banding of Barley Chromosomes .4. Chromosomal Constitution of Autotetraploid Barley,"Lindelaursen, I.",1984,HEREDITAS,10.1111/j.1601-5223.1984.tb00122.x,
CTMDGDGP,The Chlamydomonas Cell-Wall - Characterization of the Wall Framework,"Imam, Sh; Buchanan, Mj; Shin, Hc; Snell, Wj",1985,JOURNAL OF CELL BIOLOGY,10.1083/jcb.101.4.1599,
W73RLCVS,Adaptive evolution of sperm bindin tracks egg incompatibility in neotropical sea urchins of the genus <i>Echinometra</i>,"McCartney, M. A.; Lessios, H. A.",2004,MOLECULAR BIOLOGY AND EVOLUTION,10.1093/molbev/msh071,
RRY37PFK,"Lim homeobox gene, <i>Lhx8</i>, is essential for mouse oocyte differentiation and survival","Choi, Youngsok; Ballow, Daniel J.; Xin, Yun; Rajkovic, Aleksandar",2008,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.108.069393,
E2MYS5GW,Reproductive-tactic-specific variation in sperm swimming speeds in a shell-brooding Cichlid,"Fitzpatrick, J. L.; Desjardins, J. K.; Milligan, N.; Montgomerie, R.; Balshine, S.",2007,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.059550,
